FoodLicID,COMMENTS,LOCATIONCOMMENTS,LicenseFK,LicenseID
277,CONDITIONS AS AGREED WITH BVNA: 12:30 A.M. CLOSING HOUR 1.) RATIO OF BAR STOOLS TO DINING TABLE SEATS SHALL NOT EXCEED ONE (1) TO EIGHT (8). 2.) LICENSEE SHALL PROVIDE THAT AT ALL TIMES WHEN ALCOHOL IS SERVED  A FULL BREAKFAST  LUNCH OR DINNER MENU SHALL BE MADE AVAILABLE IN ALL AREAS WHERE ALCOHOL IS SERVED. 3.) LICENSEE HAS ENTERED INTO AND SIGNED AN AGREEMENT WITH THE BAY VILLAGE NEIGHBORHOOD ASSOCIATION. SAID AGREEMENT IS HEREBY INCORPORATED BY REFERENCE.,FOUR ROOMS ON FIRST FLOOR WITH MAIN DINING  BAR  AND KITCHEN AREA  PRIVATE DINING AND STORAGE TO INCLUDE OUTDOOR SEASONAL DINING FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 48 PATRONS.  ONE CHARLES STREET SOUTH  BOSTON  MA  02116,7346,LB-99396
278,1. NO BAR  2. Malt and Wine to be served only in conjunction with meals.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR WITH STORAGE IN THE BASEMENT.,7347,LB-99615
279,NONE,IN ONE ROOM ON FIRST FLOOR; REAR ROOM AND CELLAR FOR STOCK.,7348,LB-99446
280,,IN ONE ROOM  KITCHEN AREA & STORAGE AREA ON THE FIRST FLOOR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC PROPERTY FOR 49 SEATS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT.,7349,LB-99021
281,NONE,Premise is a passenger lounge for British Airways with a total square footage of 6 462 sq. ft.  two entrances and exits  a total occupancy number of 150 and maximum seating capacity of 150.,7350,LB-124583
282,ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.  PATIO CONDITIONS:  ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD; TO BE STAFFED AT ALL TIMES.,IN TWO ROOMS  ENTRANCEWAY AND OFFICE  ON THE FIRST FLOOR; WITH  ADDITIONAL ENTRANCE AND EXIT FOR PATRONS AND DELIVERIES TO DRIVEWAY IMMEDIATELY ADJACENT TO THE PREMSIES AND TO INCLUDE AN OUTDOOR PATIO FOR 74 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 2:00 A.M.  DPW LAND.  CAPACITY BREAKDOWN: BILL'S BA,7351,LB-99448
283,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 10:00 AM TO NOON.,Side entrance from driveway off Market Street; in one room kitchen and office on first floor; cellar for stock.,7352,LB-99135
284,NONE,UNNUMBERED SIDE ENTRANCE  ON A STREET  REAR ROOM FOR STOCK; ON SECOND FLOOR; IN ONE ROOM; ENTRANCE/EXIT ON CONGRESS ST. AND A ST. ENTRANCE/EXIT ON PRIVATE WAY IN REAR FOR DELIVERIES. NO MORE THAN 85 STANDING.,7353,LB-99424
285,,Side door for emergency exit - one room and kitchen first floor;cellar for stock.,7354,LB-99148
286,NONE,APPROXIMATLEY 7 306 SQUARE FEET OF AREA ON STREET LEVEL INCLUDING A DINING AREA  BAR  OUTDOOR SEATING AREA  SHOW KITCHEN  RESTAURANT KITCHEN  FOOD PREPARATION AREA  FOOD TRUCK AREA  COOLERS  FREEZER  PATIO  STORAGE AND MENS AN WOMENS LAVATORIES ALL AS SHOWN ON THE FLOOR PLAN ATTACHED HERETO.,7355,LB-98927
287,,Bulkhead entrance to cellar for stock;in one room and kitchen on first floor; cellar for stock.  87 1/2 PRINCE STREET  BOSTON  MA  02113,7356,LB-99195
288,,Unnumbered emergency exit on Norfolk Avenue; two rooms and kitchen first floor; cellar for stock.  Capacity breakdown: dining rm - 38; bar side - 42.,7357,LB-99172
289,,Rear entrance to cellar for stock; in two rooms and kitchen first floor; cellar for stock.,7358,LB-98911
290,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS OPENING AT 10:00 A.M.,Unnumbered entrance from parking lot in rear; in one room and kitchen on first floor; dining area and storage in basement.,7359,LB-98984
291,NONE,In whole of said building - deleting 279 Tremont Street; also deleting entire third floor ballroom  kitchen and storage room and fourth floor balcony areas  the seperate (non-lobby) entrance from Tremont Street. Exit and emergency exits from the third and fourth floor areas of the building.  2 rooms,7360,LB-101640
292,NONE,In two rooms with kitchen and storage on ground floor with an outdoor patio on private property for 36 patrons with a 1:00 a.m. closing hour.,7361,LB-131160
293,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING  BUT DELETING IN ONE ROOM ON 1ST FLOOR WITH MAIN ENTRANCE TO HOTEL LOBBY AND EXIT TO HUNTINGTON AVENUE (FORMERLY KNOWN AS THE ORIGINAL SPORTS SALOON) AND ALSO DELETING OUTDOOR SIDEWALK CAFE TO ACCOMMODATE 16 PERSONS FOR EACH RESTAURANT FOR HOTEL (32 TOTAL).,7362,LB-101627
294,1) Valet parking plan per agreement; and2) trash stored inside. The Board granted permission to serve alcohol with brunch on Sunday mornings.,Two exits at 75A Chestnut Street with fire escape at 75 Chestnut Street; one room and kitchen on first floor; and cellar for stock.,7363,LB-98990
295,NONE,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE; PATIO IN REAR; ADDITIONAL STORAGE IN BASEMENT.,7364,LB-99113
296,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR. 3) ALCOHOL SERVICE TO STOP AT 11:00 PM. 4) FOOD SERVICE ONLY FROM 11:00 PM TO 2:00 AM. 5) PATIO OPERATING HOURS ARE 11:00 AM - 10:00 PM.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 11 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.,7365,LB-99593
297,LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES,Two enlarged rooms on the first floor; office kitchen and storage room on the rear.,7366,LB-99257
298,,Emergency exit; in two rooms on first floor; cellar for stock.,7367,LB-99299
299,1. alcohol served only on conjunction with food at all table seats  throughout restaurant. 2. Menu service available at all times at the bar 3. Deliveries to be made from Boylston street but deliveries which must be made from the alley can only be done between 8:00 AM to 4:00 P.M.,In one roon with conbined kitchen on first floor  connecting cellars for stock.  196 persons.,7368,LB-98949
300,(BASEMENT 3 STAFF  FIRST FLOOR 28 SEATED AND 3 STANDING  SECOND FLOOR 42 SEATED  3 STANDING),ONE ROOM ON THE FIRST FLOOR DINING AREA WITH 28 SEATS (INCLUDING DINING BAR WITH 10 SEATS); ONE ROOM ON THE SECOND FLOOR DINING AREA WITH APPROXIMATELY 54 SEATS (INCLUDING DINING BAR WITH 10 SEATS); STORAGE ON THIRD FLOOR AND ONE ROOM IN BASEMENT FOR KITCHEN & STORAGE. 11:30 CLOSING SUNDAY & WEDNESD,7369,LB-99831
301,,IN TWO ROOMS ON THE FIRST FLOOR  BASEMENT FOR STOCK; AND TO INCLUDE A SEASONAL SIDEWALK CAFE FOR 20 PATRONS ON PUBLIC PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT,7370,LB-99397
302,Patio Conditions: 1.) 10:00 PM Closing  2.) Alcohol to be served in conjunction with food only.  3.) Patio to be staffed at all times.,In one room on first floor with kitchen and storage in rear  emergency exits to alley in rear and to include a seasonal outdoor patio in front of premises for 8 persons from April through October.,7371,LB-99116
303,1) ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS STARTING AT 10:00 A.M. 2) OUTDOOR SEASONAL PATIO OPERATING HOURS ARE 10 A.M.-11:00 P.M.,IN WHOLE OF SAID BUILDING AND TO EXCLUDE THE RESTAURANTS L'ESPALIER AND SEL DE LA TERRE FROM ITS LICENSED PREMISES.  MANAGEMENT SERVICES AGREEMENT BETWEEN CWB HOTEL LIMITED PARTNERSHIP AND MANDARIN ORIENTAL MANAGEMENT USA  INC. APPROVED BY THE LICENSING BOARD AND THE ABCC. INCLUDES,7372,LB-101670
304,WINDOWS CLOSED AT 8:00 PM. NO CHANGES FOR 1 YEAR.,NONE,7373,LB-99295
305,NONE,One room and kitchen on the first floor and one room in basement for stock.,7374,LB-99542
306,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN REAR; OFFICE AND STORAGE IN THE BASEMENT. AND TO INCLUDE A SEASONAL OUTDOOR PATIO IN REAR ON PRIVATE PROPERTY FROM MAY 1ST-NOVEMBER 1ST WITH 34 SEATS BETWEEN THE HOURS OF 11:00 AM-1:00 AM. CAPACITY BREAKDOWN: 92 PERSONS INSIDE  34 PERSONS SEASONAL OUTSIDE P,7375,LB-99267
307,,A RESTAURANT LOCATED ON THE FIRST FLOOR AND BASEMENT LEVEL WITH ONE MAIN ENTRANCE/EXIT AND ADDITIONAL SIDE EXIT ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN THE BASEMENT AND WITH A SEASONAL OUTDOOR PATIO LOCATED ON PUBLIC PROPERTY WITH SEATING FOR 8 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIG,7376,LB-99081
308,NONE,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.  Capacity breakdown: 96 seating; 12 standing.,7377,LB-99426
309,1. Only twelve stools at bar for lunch. 2. No standees at bar.,With rear and side entrance and exits into Mall; in three rooms and kitchen in basement; summer garden on Commonwealth side; fourth room for office and stock.  Outside seating capacity is 80.,7378,LB-99016
310,NONE,In one room on the first floor; basement for stock  kitchen  restrooms office  function rooms and outside patio for 60 patrons seated or 180 patrons standing.,7379,LB-98973
311,1.) WINE  MALT AND LIQUEURS ONLY SERVED WITH A FULL MEAL.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STOCK.  Capacity breakdown: 61 seating  5 standing.,7380,LB-99817
312,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 1:00 A.M. CLOSING HOUR.,IN ONE ROOM ON FIRST FLOOR FOR CAFE/BAR; DINING ROOM AND KITCHEN ON SECOND FLOOR; PREP/DISHWASHING AREA IN BASEMENT; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN BASEMENT.  Capacity breakdown: 1st fl - 66  2nd fl - 50.,7381,LB-99433
313,* Open at 10:00 AM for service of foods only and service of alcoholic with brunch at 11:00 AM on Sunday.   * No patrons shall  be admitted after 12:30 Midnight.  PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS  2.) 11:00 PM CLOSING HOUR  3.) TO BE STAFFED AT ALL TIMES,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE AN OUTDOOR PATIO FOR 40 PATRONS ON PRIVATE PROPERTY.  Capacity breakdown: 180 inside  40 outside.,7382,LB-99357
314,,REAR ENTRANCE FOR STOCK AND EMERGENCY EXIT; TWO ROOMS & KITCHEN 1ST FLOOR CELLAR FOR STOCK AND  TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 40 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 88 @ BAR (53 SEATED  35 STANDING); 75 @,7383,LB-99152
315,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 10:00 A.M. - NOON.  PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES  3.) 2:00 A.M. CLOSING HOUR,REAR ENTRANCE TO KITCHEN FROM YARD FOR STOCK; IN TWO ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE AN OUTDOOR ANNUAL DINING/DECK  FOR 38 PATRONS FROM 11:00 A.M. - 2:00 A.M.,7384,LB-99320
316,The Board granted permission to open at 10:00 A.M. on Sundays for service of alcoholic beverages with brunch.,A RESTAURANT LOCATED ON 1 625 SQUARE FEET OF THE FIRST FLOOR AND 12  075 SQUARE FEET OF THE 2ND FLOOR OF THE WEST BUILDING OF 230 NORTHERN AVENUE.  KITCHEN AND SEATING LOCATED ON THE 2ND FLOOR.  ONE MAIN ENTRANCE/EXIT AND AN ADDITIONAL SIDE EXIT.,7385,LB-99080
317,Airport License,Logan Airport  Terminal A: One room located on the third level of the satellite building and one room located on the third level of the main building above security checkpoint  each partitioned with one conference room  office  kitchen prep area and storage area.,7386,LB-115958
318,,Two exits; in one room and kitchen on first floor; basement for stock.,7387,LB-99526
319,1. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  PATIO CONDITIONS: A.) 10:00 P.M. PATIO  CLOSING  B.) ALCOHOL SERVICE WITH FOOD ONLY. ALCOHOLIC BEVERAGES SERVED  IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00A.M.,ONE ROOM AND KITCHEN ON FIRST FLOOR  STORAGE IN BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO WITH A PORTABLE BAR/WAIT STATION ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 50 PATRONS BETWEEN THE HOURS OF 10:00 A.M. TO 10:00 P.M.,7388,LB-99024
320,1. Alcohlic Beverages to be sold only with meals. 2. Alcoholic Beverages not to be sold in conjunction with live entertainment. 3. No outside Advertising of alcohol. 4. Service bar only  dining counter permitted.,In two rooms on ground floor with kitchen  storage and prep area in basement.,7389,LB-99385
321,NONE,IN WHOLE OF SAID BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7390,LB-101650
322,NONE,MAIN ENTRANCE ON SUMMER STREET INTO LOBBY OF HOTEL; GUEST ROOMS ON FLOORS 4-17 TO THE RIGHT OF MAIN ENTRANCE; ON 3 FLOORS TO THE LEFT OF MAIN ENTRANCE: FIRST FLOOR EXHIBIT SPACE  8 FUNCTION ROOMS  PRE-FUNCTION AREA AND OUTDOOR TERRACE; 2ND FLOOR RETAIL SPACE  INTERIM FUNCTION SPACE  7 FUNCTION ROOMS,7391,LB-101660
323,OUTDOOR SEASONAL (APRIL-OCT.) PATIO OPERATING HOURS 11:00 A.M. - 2:00 A.M.,@ FANEUIL HALL MARKETPLACE: IN ONE ROOM ON THE FIRST FLOOR FOR DINING; KITCHEN AND STORAGE AREAS IN THE BASEMENT.  INCLUDES OUTDOOR SEASONAL SEATING ON A PRIVATE WAY FROM APRIL THROUGH OCTOBER FOR 72  PATRONS.,7392,LB-99379
324,NONE,Approximately 4 450 square feet for a full service restaurant to include: dining rooms  bathrooms  kitchen  prep  storage  office  walk-in cooler  all on one floor-ground floor of building.  And to include an outdoor seasonal patio on public property for 16 patrons with a 11:00 PM closing.,7393,LB-99305
325,THE BOARD APPROVED A 10:00 AM OPENING HOUR.,A 3.405 SQ. FT. FULL SERVICE BAR AND RESTAURANT ON THE 3RD LEVEL AT THE WEST END (PRE-SECURITY) OF TERMINAL E.,7394,LB-99473
326,,FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN FOUR ROOMS; WITH BAR FOR TEN SEATS.  STORAGE ROOM IN BASEMENT.  RESTAURANT AND KITCHEN ON FIRST FLOOR WITH PASSAGEWAY JOINING DINING ROOMS  4-6-8 PRINCE STREET  BOSTON  MA  02113,7395,LB-99403
327,1. Close at 11:30 P.M. 2. Alcoholic Beverages served Only with food orders.3. 1 Bar with 12 seats.,Three (3) rooms and kitchen on basement level.,7396,LB-99005
328,1.) DINING ROOM - ALCOHOLIC BEVERAGES WITH FOOD ONLY  2.) 80 PEOPLE ON SECOND FLOOR  3.) UPSTAIRS FOR DINNER PATRONS ONLY,Rear exit 8 Harris St; in two rooms on the first floor  one room in basement for patrons & one room for stock; one room on second floor for patrons & one room for office & stock.,7397,LB-99089
329,PATIO CONDITIONS:  1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.  Capacity breakdown: 176 persons: 1st fl - 93; basement - 83.,ON 2 FLOORS WITH MAIN ENTRANCE/EXIT AT 48-50 TEMPLE PLACE AND 2ND EXIT ON WINTER STREET  BASEMENT WITH 7 ROOMS INCLUDING DINING AREA WITH SEATING FOR 49 PATRONS  KITCHEN  RESTROOMS  STORAGE ROOMS AND OFFICE.  1ST FLOOR IN 2 ROOMS INCLUDING RESTAURANT DINING AREA AND BAR AREA AND TO INCLUDE AN OUTDOO,7398,LB-98906
330,NONE,IN WHOLE OF SAID BUILDING WITH THE EXCEPTION OF THE FIRST FLOOR RESTAURANT  BAR  KITCHEN AND STORAGE  ON THE FIRST FLOOR AND TWO OUTDOOR SEASONAL SEATING AREAS ADJACENT THERETO.,7399,LB-101667
331,NONE,On two (2) floors: First Floor: In one (1) room  with bar and dining area +/- 1 570 SF. Main entrance/ exit on Adams Street  three (3) additional exits: in the rear alley way adjacent to Minot street  in the kitchen  and the receiving dock. Kitchen: In rear +/- 320 SF. Basement Floor: storage and ad,7400,LB-157964
332,A.) SERVICE OF ALCOHOL WITH FOOD ON PATIO.  B.) PATIO TO CLOSE AT 11:00 P.M.  C.) FOOD SERVICE AVAILABLE AT ALL TIMES.,ONE ROOM  KITCHEN AND STOCK IN BASEMENT AND TO INCLUDE AN OUTSIDE PATIO ON PRIVATE PROPERTY FOR 18 PATRONS.,7401,LB-99653
333,,Rear entrance to kitchen for stock; in two rooms and kitchen on first floor; cellar for stock.,7402,LB-99050
334,PATIO CONDITIONS:  1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 11:00 P.M. CLOSING,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  OFFICE/STORAGE AND RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET. AND EMERGENCY EXITS TO BOYLSTON AND JERSEY STREETS; AND TO INCLUDE AN OUTDOOR PATIO ALONG BOYLSTON STREET FOR 36 PATRONS ON PRIVATE PROPERTY. INSIDE CAPACITY 80 SEATED  33 STANDING.,7403,LB-99256
335,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994.,7404,LB-99859
336,No service to patrons on patio after 11:00 P.M.,Basement 30 Gloucester Street; in two rooms of basement rear of 32 Gloucester Street and to include area outdoor patio at rear of 34 Gloucester Street.,7405,LB-99078
337,1.  Malt  Wine and Liqueurs to be seved only in conjunction with meals.  2.  No bar.,In one room on the first floor with kitchen in the rear  one room on the second floor  storage in the basement.  Capacity breakdown: 1st fl - 30; 2nd fl - 40.,7406,LB-99746
338,1:00 AM - 2:00 AM FOR THE SERVICE OF FOOD ONLY  ABSOLUTELY NO ALCOHOLIC BEVERAGES CAN BE SERVED BETWEEN 1:00 AM - 2:00 AM.,RESTAURANT IS LOCATED IN ONE-STORY BUILDING.  FIRST FLOOR AT CURB LEVEL CONSISTS OF DINING AREA AND KITCHEN.  BASEMENT CONTAINS WALK-IN FREEZER AND STORAGE.  ONE ENTRANCE ON WASHINGTON STREET  ONE EXIT IN REAR OF BUILDING TO PASSAGEWAY TO KNEELAND STREET.,7407,LB-99870
339,NONE,IN ONE ROOM ON STREET LEVEL FACILITY WITH 56 SEATS; STORAGE IN THE BASEMENT.  FOUR EXITS AND ENTRANCES  TWO IN FRONT OF THE RESTAURANT AND TWO IN THE KITCHEN LOCATED IN THE REAR OF THE FACILITY.,7408,LB-99618
340,1) Columbus Ave. door must be closed to the public at 12:30 A.M. Hotel entrance to be used as entrance and exit. 2) Sunday opening at11:00 A.M. for alcohol service.PATIO CONDITIONS: 1) Alcohol service in conjunction with food only;2)patio to be staffed at all times; and 3) Patio closing hours -- Sunday through Wednesday  10:00 PM  Thursday through Saturday 10:30 PM.,TWO ROOMS AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK TO INCLUDE SEASONAL OUTDOOR DINING FOR 30 PATRONS FROM APRIL 1ST THROUGH OCTOBER 31ST.  DPW LAND,7409,LB-99157
341,MONDAY-FRIDAY 11:30 AM-MIDNIGHT  SATURDAY 2:00 PM-MIDNIGHT AND SUNDAY 3:00 PM-MIDNIGHT.,In one (1) room on the first floor with office and storage in rear. Includes an outdoor seasonal patio on DPW Land  expand foot print by 100 feet with added eight (8) seat bar.,7410,LB-135803
342,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,In one large room on the first floor  kitchen in the rear  storage in the basement.,7411,LB-99597
343,LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,IN ONE LARGE ROOM  KITCHEN AND STORAGE ON THE FIRST FLOOR  TWO ENTRANCES AND EXITS ON LINCOLN STREET BACK EXIT TO UTICA STREET; BASEMENT WITH PREP AREA AND EXTRA STORAGE. 3 000 SQ. FT. OF RESTAURANT SPACE WITH BASEMENT STORAGE.  THE RETAIL SPACE IS ON THE 1ST FLR OF 174-180 LINCOLN ST.,7412,LB-99392
344,5:00 A.M. opening  for service Breakfast only.,In two rooms and kitchen on the first floor; rear room for stock. first room capacity 78 seats; second room capacity of 110 seats.,7413,LB-99514
345,,Rear entrance; in whole of said building.  Capacity breakdown: function hall - 100 seated; member area - 49.,7414,LB-98808
346,NONE,Total area of approximately 44 000 square feet at the Prudential Center  including: 3 floors with street level bar and eating space; second floor restaurant space with multiple areas/concepts for different foodand beverage options; third floor roof deck  bars and seating areas at approximately 5 000,7415,LB-99355
347,,Entrances on Arch and Devonshire Street; In one room on the first floor; kitchen in the rear  function kitchen and storage  and three function rooms in the basement.  Capacity breakdown: 1st fl - 200; basement - 90.,7416,LB-99409
348,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  AND STORAGE IN THE BASEMENT.,7417,LB-99684
349,1.  Outdoor patio to close at 10:00 P.M. 2.  Alcohol to be served only with food on Outdoor Patio,First floor consisting of one dining room with bar  office  storage room  kitchen and prep area; entrance/exit from Columbus Avenue and rear exit to alley; also  seasonal outdoor patio.  Capacity breakdown: 101 inside; 24 outside.,7418,LB-99391
350,NONE,ON NINE FLOORS  INCLUDING LOBBY  DINING AREA ON FIRST FLOOR AND SECONDLY  UNNUBERED ENTRANCE ON 83-85 MASS AVE. AND ALLEY OF NEWBURY STREET; FOR STOCK IN TWO ROOMS WITH KITCHEN ON FIRST FLOOR STOCKROOM IN BASEMENT AND REAR EXIT OFF NEWBURY STREET. (SEE IS,7419,LB-101644
351,NONE,Entrance on first floor;  one room on first floor with restroom and bar in rear;  one room on second floor with restrooms and bar in rear; egress in rear; storage in basement.  Capacity breakdown: 23 - 1st floor; 26 - 2nd floor.,7420,LB-101611
352,NONE,In one room on the first floor with storage in the basement.,7421,LB-98802
353,NONE,THE ENTIRE PUBLIC AREA DIRECTLY ACCESSIBLE FROM THE 559 WASHINGTON STREET ENTRANCE INCLUDING THE MAIN THEATRE  THE BLACK BOX  THE SCREENING ROOM AND ALL OF THEIR ASSOCIATED LOBBIES.,7422,LB-101574
354,MUST RECEIVE PRIOR WRITTEN PERMISSION OF BOARD FOR ANY FUNCTIONS OUTSIDE OF THEATER RELATED OR COLLEGE RELATED EVENTS.,WITHIN THE CUTLER MAJESTIC THEATRE AUDITORIUM LOCATED ON THE FIRST FLOOR; STAGE LOCATED IN THE FIRST FLOOR OF THE THEATRE; LOWER LOBBY  FIRST FLOOR AND SECOND FLOOR LOBBIES AND BALCONY LOBBY; STORAGE IN THE REAR OF THE LOWER LEVEL LOBBY.,7423,LB-101610
355,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7424,LB-99660
356,NONE,ON THE SECOND FLOOR IN THREE ROOMS WITH KITCHEN AND STORAGE IN THE REAR.,7425,LB-99066
357,OUTDOOR PATIO'S OPERATING HOURS ARE 11:00 AM - 10:00 PM.,IN ONE ROOM ON THE FIRST FLOOR; MAIN ENTRANCE/EXIT ON BROAD STREET; ADDITIONAL EXIT ON SIDE; KITCHEN  OFFICE & STORAGE IN REAR; INCLUDES AN OUTDOOR PATIO WITH 36 SEATS ON CITY-OWNED SIDEWALK.,7426,LB-98959
